Lead ID,Date Added,Company Name,Business Type,Number of Outlets,Estimated Monthly Revenue (RM),Address,City,State,Postal Code,Website,Primary Contact Name,Job Title,Phone Number,Email Address,WhatsApp,Rating,Review Count,Price Level,Business Status,Google Place ID,Latitude,Longitude,Biggest Pain Point,ICP Tier (1/2/3),Lead Score (0-100),Lead Quality (HOT/WARM/QUALIFIED/COLD),Source,Notes,Follow-up Date,Contact Status (New/Contacted/Qualified/Proposal/Won/Lost),Owner (Sales Rep),Created By,Last Modified
GOOGLE-ChIJlUf0,2025-11-05,KFC Seri Gelam DT,"Restaurant, Meal Takeaway",1,150000,"PTB 23183, Mukim, Jalan Sungai Chat, Sri Gelam, 80100 Johor Bahru, Johor, Malaysia",80100 Johor Bahru,Johor,23183,https://kfc.com.my/,,,07-221 3821,,07-221 3821,3.9,1965,$$ (Moderate),OPERATIONAL,ChIJlUf0_7wS2jERaPJluHnubCk,1.4607725,103.7432988,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 3.9/5 (1965 reviews),,New,,Google Places Scraper,2025-11-05
GOOGLE-ChIJQUn1,2025-11-05,New Tokugawa,"Meal Takeaway, Restaurant",1,80000,"22, Jalan Perang, Taman Pelangi, 80400 Johor Bahru, Johor Darul Ta'zim, Malaysia",80400 Johor Bahru,Johor,80400,,,,07-331 1172,,07-331 1172,4.1,208,Unknown,OPERATIONAL,ChIJQUn1ISpt2jERRqMZZY16vy8,1.4815218,103.7738243,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4.1/5 (208 reviews),,New,,Google Places Scraper,2025-11-05
GOOGLE-ChIJ12N1,2025-11-05,KFC,"Restaurant, Meal Takeaway",1,100000,"Lot L1.28a & L1.29, Plaza Angsana, Skudai Hwy, Pusat Bandar Tampoi, 81200 Johor Bahru, Johor, Malaysia",81200 Johor Bahru,Johor,81200,https://kfc.com.my/,,,07-231 7238,,07-231 7238,4.6,674,$$ (Moderate),OPERATIONAL,ChIJ12N1dcBy2jERFpd0fPJEN0Q,1.495057,103.7054656,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4.6/5 (674 reviews),,New,,Google Places Scraper,2025-11-05
GOOGLE-ChIJH0qI,2025-11-05,KFC,"Meal Takeaway, Restaurant",1,100000,"307C, Level 3, Komtar JBCC, Jalan Wong Ah Fook, Bandar Johor Bahru, 80000 Johor Bahru, Johor, Malaysia",80000 Johor Bahru,Johor,80000,http://kfc.com.my/,,,07-207 0429,,07-207 0429,2.8,23,$$ (Moderate),CLOSED_TEMPORARILY,ChIJH0qIpcQS2jERurpJfBcB5-4,1.4638685,103.7627595,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 2.8/5 (23 reviews),,New,,Google Places Scraper,2025-11-05
GOOGLE-ChIJQQut,2025-11-05,KFC,"Meal Takeaway, Restaurant",1,100000,"Lot J22 - J23 Level 3, City Square, Jalan Wong Ah Fook, Bandar Johor Bahru, 80300 Johor Bahru, Johor Darul Ta'zim, Malaysia",80300 Johor Bahru,Johor,80300,https://kfc.com.my/,,,07-207 1268,,07-207 1268,2.5,375,$$ (Moderate),OPERATIONAL,ChIJQQutTMMS2jERjKJCsISNmFI,1.4619775,103.7639839,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 2.5/5 (375 reviews),,New,,Google Places Scraper,2025-11-05
GOOGLE-ChIJSS09,2025-11-05,Takoyaki MR. D,"Meal Takeaway, Restaurant",1,80000,"Larkin Heights, Jalan Idaman 1, Larkin, 80350 Johor Bahru, Johor, Malaysia",80350 Johor Bahru,Johor,80350,,,,017-708 5040,,017-708 5040,,,Unknown,CLOSED_TEMPORARILY,ChIJSS09_YFX0DERYHXItz15kfQ,1.4942702,103.7517208,Losing money to waste but don't know how much,1,,,Google Places API,Rating: /5 ( reviews),,New,,Google Places Scraper,2025-11-05
GOOGLE-ChIJBeF1,2025-11-05,KFC Larkin,"Restaurant, Meal Takeaway",1,100000,"Ground & 1st Floor. 45 Jalan Susur Dewata 1, Jalan Dewata, Taman Larkin Perdana, 80350 Johor Bahru, Johor, Malaysia",80350 Johor Bahru,Johor,80350,https://kfc.com.my/,,,07-234 8428,,07-234 8428,3.7,658,$$ (Moderate),OPERATIONAL,ChIJBeF1bmxt2jERQRZENqeaomg,1.501487,103.7480582,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 3.7/5 (658 reviews),,New,,Google Places Scraper,2025-11-05
GOOGLE-ChIJ6WJc,2025-11-05,Kannagi kitchen,"Meal Takeaway, Restaurant",1,80000,"Larkin Idaman Apartment, Jln Idaman 2, Larkin, 80350 Johor Bahru, Johor Darul Ta'zim, Malaysia",80350 Johor Bahru,Johor,80350,,,,014-277 1453,,014-277 1453,5,4,Unknown,OPERATIONAL,ChIJ6WJc4AZt2jER_UwY7Km_Dsc,1.4945733,103.7541082,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 5/5 (4 reviews),,New,,Google Places Scraper,2025-11-05
GOOGLE-ChIJX7Bu,2025-11-05,Warisan Dapur Ibu,"Meal Takeaway, Restaurant",1,80000,"Kawasan Perindustrian Dato Onn, 80350 Johor Bahru, Johor Darul Ta'zim, Malaysia",80350 Johor Bahru,Johor,80350,,,,019-708 8805,,019-708 8805,5,14,Unknown,OPERATIONAL,ChIJX7Bu5ZBt2jERgyCiOHNHRt0,1.5099462,103.7393661,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 5/5 (14 reviews),,New,,Google Places Scraper,2025-11-05
GOOGLE-ChIJSf-O,2025-11-05,MR CHURROS (Bandar Baru Uda),"Meal Takeaway, Restaurant",1,80000,"Jalan Padi Ria 1, Bandar Baru Uda, 81200 Johor Bahru, Johor Darul Ta'zim, Malaysia",81200 Johor Bahru,Johor,81200,https://mrchurros.com.my/,,,011-3150 2034,,011-3150 2034,4.9,330,Unknown,OPERATIONAL,ChIJSf-O4oNz2jERYQ4d4MO_h9E,1.4973073,103.7211759,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4.9/5 (330 reviews),,New,,Google Places Scraper,2025-11-05
GOOGLE-ChIJPexw,2025-11-05,Apenana • KSL City Mall,"Meal Takeaway, Restaurant",1,80000,"LG-DF08, KSL City Mall, 33, Jalan Seladang, Taman Abad, 80250 Johor Bahru, Johor Darul Ta'zim, Malaysia",80250 Johor Bahru,Johor,80250,https://facebook.com/61578129236544/,,,,,,4.8,5,Unknown,OPERATIONAL,ChIJPexwLN1t2jERSy6WumGKT3Y,1.4860802,103.761899,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4.8/5 (5 reviews),,New,,Google Places Scraper,2025-11-05
GOOGLE-ChIJ-0RL,2025-11-05,Old Chang Kee @ KSL,"Meal Takeaway, Restaurant",1,80000,"LG-DF007 @ KSL CITY, 33, Jalan Seladang, Taman Abad, 80250 Johor Bahru, Johor Darul Ta'zim, Malaysia",80250 Johor Bahru,Johor,80250,,,,019-728 2317,,019-728 2317,3.5,11,Unknown,OPERATIONAL,ChIJ-0RL8Qtt2jERt76RmkaTM6E,1.4858456,103.762422,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 3.5/5 (11 reviews),,New,,Google Places Scraper,2025-11-05
GOOGLE-ChIJea2F,2025-11-05,Santai ketaq,"Meal Takeaway, Restaurant",1,80000,"No 02-12 Blok A Rumah pangsa hajah fatimah, Jalan Riang 19, Taman Gembira, 81200 Johor Bahru, Johor Darul Ta'zim, Malaysia",81200 Johor Bahru,Johor,81200,,,,011-5161 4790,,011-5161 4790,,,Unknown,OPERATIONAL,ChIJea2Ft5Nt2jERCrs_YuU1dm8,1.515211,103.7406306,Losing money to waste but don't know how much,1,,,Google Places API,Rating: /5 ( reviews),,New,,Google Places Scraper,2025-11-05
GOOGLE-ChIJn9dj,2025-11-05,Kopistry Coffee & Pizza,"Cafe, Meal Takeaway, Restaurant",1,80000,"16, Jalan Padi Mahsuri 11, Bandar Baru Uda, 81200 Johor Bahru, Johor Darul Ta'zim, Malaysia",81200 Johor Bahru,Johor,81200,https://www.instagram.com/kopistry/profilecard/?igsh=MW54M3F3ZzJheDFvcg==,,,012-797 0440,,012-797 0440,4.6,17,Unknown,OPERATIONAL,ChIJn9djPbtz2jER-Y3JE4ex00Y,1.4945003,103.7181509,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4.6/5 (17 reviews),,New,,Google Places Scraper,2025-11-05
GOOGLE-ChIJ51h3,2025-11-05,Warung Bamboo,"Meal Takeaway, Restaurant",1,80000,"19, Jalan Suria 18, Taman Suria, 81100 Johor Bahru, Johor Darul Ta'zim, Malaysia",81100 Johor Bahru,Johor,81100,,,,,,,3.5,22,Unknown,OPERATIONAL,ChIJ51h34H1t2jERevU9H74-L9M,1.5053531,103.7612607,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 3.5/5 (22 reviews),,New,,Google Places Scraper,2025-11-05
GOOGLE-ChIJRwud,2025-11-05,ATEYH FRIED CHICKEN KG MELAYU MAJIDEE,"Meal Takeaway, Restaurant",1,80000,"Jln Masjid, Kampung Melayu Majidee, 81100 Johor Bahru, Johor Darul Ta'zim, Malaysia",81100 Johor Bahru,Johor,81100,,,,011-3911 6908,,011-3911 6908,,,Unknown,OPERATIONAL,ChIJRwudwEdt2jERWyLJUArf5mw,1.5126138,103.7547574,Losing money to waste but don't know how much,1,,,Google Places API,Rating: /5 ( reviews),,New,,Google Places Scraper,2025-11-05
GOOGLE-ChIJy0Fw,2025-11-05,Riq Pizza JB,"Meal Takeaway, Restaurant",1,80000,"46, Jalan Padi, Bandar Baru Uda, 81200 Johor Bahru, Johor Darul Ta'zim, Malaysia",81200 Johor Bahru,Johor,81200,,,,013-736 7232,,013-736 7232,4.9,30,Unknown,OPERATIONAL,ChIJy0Fw8lpz2jERsbVV6_vsoxs,1.4939385,103.7172041,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4.9/5 (30 reviews),,New,,Google Places Scraper,2025-11-05
GOOGLE-ChIJBX-R,2025-11-05,shawarma dR (Damascus🌹Rose),"Meal Takeaway, Restaurant",1,80000,"No45, Jalan Padi Ria, Bandar Baru Uda, 81200 Johor Bahru, Johor Darul Ta'zim, Malaysia",81200 Johor Bahru,Johor,81200,https://m.facebook.com/100090671647316/,,,011-6070 6441,,011-6070 6441,5,1,Unknown,OPERATIONAL,ChIJBX-RlFhz2jERyaO0WroTI54,1.4993904,103.7175253,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 5/5 (1 reviews),,New,,Google Places Scraper,2025-11-05
GOOGLE-ChIJ_b5E,2025-11-05,Ayam Goreng Ok,"Meal Takeaway, Restaurant",1,50000,"Jln Masjid, Kampung Melayu Majidee, 81100 Johor Bahru, Johor Darul Ta'zim, Malaysia",81100 Johor Bahru,Johor,81100,,,,013-711 1197,,013-711 1197,4.7,79,$ (Budget),OPERATIONAL,ChIJ_b5EFgpt2jER43NcyfUqo2E,1.5138222,103.7567966,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4.7/5 (79 reviews),,New,,Google Places Scraper,2025-11-05
GOOGLE-ChIJfTCa,2025-11-05,Ayam Singgit by arfa,"Meal Takeaway, Restaurant",1,80000,"31, Jln Cempaka, Kampung Dato Sulaiman Menteri, 81100 Johor Bahru, Johor Darul Ta'zim, Malaysia",81100 Johor Bahru,Johor,81100,,,,014-964 7869,,014-964 7869,5,1,Unknown,OPERATIONAL,ChIJfTCao89t2jER_tDgL8WsUwo,1.5075914,103.763722,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 5/5 (1 reviews),,New,,Google Places Scraper,2025-11-05
GOOGLE-ChIJ3-86,2025-11-05,Ayam Titanium Separuh,"Meal Takeaway, Restaurant",1,80000,"Jalan Padi Mahsuri, Bandar Baru Uda, 81200 Bandar Baru, Johor Darul Ta'zim, Malaysia",81200 Bandar Baru,Johor,81200,https://www.instagram.com/ayam_titanium.jb?igsh=MTh1NnhpMzhxMWp0Zw==,,,011-5997 1395,,011-5997 1395,5,1,Unknown,OPERATIONAL,ChIJ3-86GDFz2jER1RYr0BQ9V3s,1.4958013,103.7140574,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 5/5 (1 reviews),,New,,Google Places Scraper,2025-11-05
GOOGLE-ChIJzwRD,2025-11-05,中华风味湘菜馆 (Pelangi) Tiong Hua Restaurant,"Restaurant, Meal Takeaway",1,100000,"18 & 20, Jalan Serampang, Taman Pelangi, 80400 Johor Bahru, Johor Darul Ta'zim, Malaysia",80400 Johor Bahru,Johor,80400,https://www.facebook.com/pg/%E4%B8%AD%E5%8D%8E%E9%A3%8E%E5%91%B3%E6%B9%98%E8%8F%9C%E9%A6%86%E6%96%B0%E5%B1%B1%E5%88%86%E5%BA%97-1732396333443084/about/?ref=page_internal,,,07-331 5144,,07-331 5144,4,380,$$ (Moderate),OPERATIONAL,ChIJzwRD5C5t2jER8RVHYs-H71Q,1.4839114,103.767514,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4/5 (380 reviews),,New,,Google Places Scraper,2025-11-05
GOOGLE-ChIJcWsY,2025-11-05,Takoyaki anna,"Meal Takeaway, Restaurant",1,80000,"Lrg Kupang, Kampung Skudai Kiri, 81200 Johor Bahru, Johor Darul Ta'zim, Malaysia",81200 Johor Bahru,Johor,81200,,,,,,,4,2,Unknown,OPERATIONAL,ChIJcWsYAHdz2jER9cYi3e4kOdY,1.4855999,103.7130756,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4/5 (2 reviews),,New,,Google Places Scraper,2025-11-05
GOOGLE-ChIJMb5e,2025-11-05,Makanan dan peruncitan,"Meal Takeaway, Restaurant",1,80000,"Blok A, rumah pangsa hajah fatimah, Jalan Riang 19, Taman Gembira, 81200 Johor Bahru, Johor Darul Ta'zim, Malaysia",81200 Johor Bahru,Johor,81200,,,,011-5161 4790,,011-5161 4790,,,Unknown,OPERATIONAL,ChIJMb5eq29t2jER909DyNymdOY,1.5219069,103.7430722,Losing money to waste but don't know how much,1,,,Google Places API,Rating: /5 ( reviews),,New,,Google Places Scraper,2025-11-05
GOOGLE-ChIJU88V,2025-11-05,Golden Arab,"Meal Takeaway, Restaurant",1,80000,"Foodcourt Singgah Ler Cafe, 161, Jalan Tampoi, Kampung Melayu Majidee, 81100 Johor Bahru, Johor Darul Ta'zim, Malaysia",81100 Johor Bahru,Johor,81100,,,,010-366 0772,,010-366 0772,2.3,6,Unknown,OPERATIONAL,ChIJU88V5SBt2jERU4zd6QwwwSs,1.5179633,103.7569536,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 2.3/5 (6 reviews),,New,,Google Places Scraper,2025-11-05
GOOGLE-ChIJIeq4,2025-11-05,Sang Gerai Beletime Halal Restaurant,"Cafe, Meal Takeaway, Meal Delivery",1,100000,"G-68, 01-01, Shopping Mall Ground Floor Bay Point, Persiaran Danga Perdana Country Garden, Danga Bay, 80200 Johor Bahru, Johor Darul Ta'zim, Malaysia",80200 Johor Bahru,Johor,80200,,,,019-735 7556,,019-735 7556,4.6,630,$$ (Moderate),OPERATIONAL,ChIJIeq4k8kT2jER5L8xRlHZNG4,1.4645981,103.7284563,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4.6/5 (630 reviews),,New,,Google Places Scraper,2025-11-05
GOOGLE-ChIJTe90,2025-11-05,Express Rubber Stamp & Cloud Kitchen by ALBUS Johor Bahru,"Meal Takeaway, Restaurant, Store",1,80000,"15, Medan Aliff Harmoni 1/2, Taman Damansara Aliff, 81200 Johor Bahru, Johor Darul Ta'zim, Malaysia",81200 Johor Bahru,Johor,81200,,,,017-387 8438,,017-387 8438,5,9,Unknown,OPERATIONAL,ChIJTe904jhz2jERrTtPm3yzeUs,1.5080196,103.7139554,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 5/5 (9 reviews),,New,,Google Places Scraper,2025-11-05
GOOGLE-ChIJ5VCZ,2025-11-05,Burger Komeng,"Meal Takeaway, Restaurant",1,80000,"Jln Padi Emas 1/4, Bandar Baru Uda, 81200 Johor Bahru, Johor Darul Ta'zim, Malaysia",81200 Johor Bahru,Johor,81200,,,,011-1132 6344,,011-1132 6344,3.7,3,Unknown,OPERATIONAL,ChIJ5VCZKztz2jEREjclXR2pIQk,1.4924037,103.7095633,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 3.7/5 (3 reviews),,New,,Google Places Scraper,2025-11-05
GOOGLE-ChIJa0yV,2025-11-05,Golden Spoon Restoran - Kedai Makanan,"Restaurant, Cafe, Meal Takeaway",1,80000,"1, Jalan Riang 22/1, Taman Gembira, 81200 Johor Bahru, Johor Darul Ta'zim, Malaysia",81200 Johor Bahru,Johor,81200,https://www.goldenspoon.com.my/,,,010-212 0091,,010-212 0091,5,5,Unknown,OPERATIONAL,ChIJa0yVJCJt2jERycWgggTRLyg,1.5242671,103.7456349,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 5/5 (5 reviews),,New,,Google Places Scraper,2025-11-05
GOOGLE-ChIJo8Z9,2025-11-05,Squid Hut,"Meal Takeaway, Restaurant",1,80000,"G-40, No. 01-01 Baypoint, Shopping Mall, Country Garden, Persiaran Danga Perdana, Danga Bay, 80200 Johor Bahru, Johor Darul Ta'zim, Malaysia",80200 Johor Bahru,Johor,80200,,,,018-240 1022,,018-240 1022,5,7,Unknown,OPERATIONAL,ChIJo8Z95Llz2jER5CBWfmKhbj4,1.4632594,103.7283952,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 5/5 (7 reviews),,New,,Google Places Scraper,2025-11-05
GOOGLE-ChIJt8s7,2025-11-05,Ayam Goreng Pedas sikk sikk RM1_By:Mijoe.Station.Cafe,"Meal Takeaway, Restaurant",1,80000,"309, Jalan Antoi Kuning, Kampung Hajah Hasnah, 81100 Johor Bahru, Johor Darul Ta'zim, Malaysia",81100 Johor Bahru,Johor,81100,,,,011-2124 3585,,011-2124 3585,,,Unknown,OPERATIONAL,ChIJt8s7f6Rt2jERjYdNt2I7lmw,1.5043687,103.7713758,Losing money to waste but don't know how much,1,,,Google Places API,Rating: /5 ( reviews),,New,,Google Places Scraper,2025-11-05
GOOGLE-ChIJhwTX,2025-11-05,Sate Ahmad Citarasa Melayu,"Meal Takeaway, Restaurant",1,80000,"Jalan Denai 5, Kempas Denai, 81200 Johor Bahru, Johor Darul Ta'zim, Malaysia",81200 Johor Bahru,Johor,81200,,,,013-896 3928,,013-896 3928,,,Unknown,OPERATIONAL,ChIJhwTXiC1z2jER3HPWTF7rv0Q,1.5174501,103.7201442,Losing money to waste but don't know how much,1,,,Google Places API,Rating: /5 ( reviews),,New,,Google Places Scraper,2025-11-05
GOOGLE-ChIJNQ-t,2025-11-05,食光栈 • Time’s Eateria,"Meal Takeaway, Restaurant",1,80000,"30-G, Jln Sri Pelangi 4, Taman Pelangi, 80400 Johor Bahru, Johor Darul Ta'zim, Malaysia",80400 Johor Bahru,Johor,80400,https://m.facebook.com/%E9%A3%9F%E5%85%89%E6%A0%88-Times-Eateria-102822522066165/photos/?ref=page_internal&mt_nav=0,,,017-752 6486,,017-752 6486,4.7,802,Unknown,OPERATIONAL,ChIJNQ-tTC9t2jERusei0UK7c1M,1.4833936,103.7727729,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4.7/5 (802 reviews),,New,,Google Places Scraper,2025-11-05
GOOGLE-ChIJT_zJ,2025-11-05,Sang Gerai Bandar Baru Uda,"Cafe, Meal Takeaway, Meal Delivery",1,80000,"16, Jln Padi Emas 1/4, Uda Business Centre, 81200 Johor Bahru, Johor Darul Ta'zim, Malaysia",81200 Johor Bahru,Johor,81200,,,,019-749 7556,,019-749 7556,4.5,500,Unknown,OPERATIONAL,ChIJT_zJanBz2jERNKj7_fLVs3c,1.4928463,103.7085647,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4.5/5 (500 reviews),,New,,Google Places Scraper,2025-11-05
GOOGLE-ChIJPeyW,2025-11-05,Ayam Goreng Seringgit,"Meal Takeaway, Restaurant",1,80000,"Ayam Goreng Seringgit, Kampung Plentong Baru, 81750 Masai, Johor, Malaysia",81750 Masai,Johor,81750,,,,,,,5,3,Unknown,OPERATIONAL,ChIJPeyWAwBt2jERMzjRf81loCU,1.5110515,103.7688196,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 5/5 (3 reviews),,New,,Google Places Scraper,2025-11-05
GOOGLE-ChIJRWif,2025-11-05,Rojak Petis Selera Kampung & Ayam Goreng Seringgit,"Meal Takeaway, Restaurant",1,80000,"58 jalan anggerik putih kampung desa Jaya, Jln Bunga Raya Besar, Kampung Melayu Majidee, 81100 Johor Bahru, Johor, Malaysia",81100 Johor Bahru,Johor,81100,,,,,,,5,2,Unknown,OPERATIONAL,ChIJRWifVbNt2jERdFq9-engdYo,1.5110515,103.7688196,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 5/5 (2 reviews),,New,,Google Places Scraper,2025-11-05
GOOGLE-ChIJ3Vpw,2025-11-05,A&A Master Crepes,"Meal Takeaway, Restaurant",1,80000,"Jalan Kuning, Taman Pelangi, 80400 Johor Bahru, Johor Darul Ta'zim, Malaysia",80400 Johor Bahru,Johor,80400,,,,,,,3,2,Unknown,OPERATIONAL,ChIJ3VpwHAAT2jERggpKJcKAKk4,1.4770917,103.7715097,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 3/5 (2 reviews),,New,,Google Places Scraper,2025-11-05
GOOGLE-ChIJ0Wyh,2025-11-05,Pezzo Komtar JBCC,"Meal Takeaway, Restaurant",1,80000,"Lot K1-5a, 1st floor, Komtar JBCC, City Centre, 80000 Johor Bahru, Johor Darul Ta'zim, Malaysia",80000 Johor Bahru,Johor,80000,,,,011-5990 7476,,011-5990 7476,2.9,9,Unknown,OPERATIONAL,ChIJ0WyhkywT2jERjiKT6TuPvuU,1.4637867,103.7627209,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 2.9/5 (9 reviews),,New,,Google Places Scraper,2025-11-05
GOOGLE-ChIJt-Fp,2025-11-05,Park Maya,"Meal Takeaway, Restaurant",1,80000,"Malaysia, Johor Darul Ta'zim, Johor Bahru, Bandar Johor Bahru, マレーシア",Johor Bahru,Johor,,,,,,,,4,1,Unknown,OPERATIONAL,ChIJt-FpIAAT2jERmvHCVyk19BI,1.4634178,103.7627348,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4/5 (1 reviews),,New,,Google Places Scraper,2025-11-05
GOOGLE-ChIJ5foM,2025-11-05,Nyonya Sister,"Meal Takeaway, Restaurant",1,80000,"Johor Bahru City Square, Jalan Wong Ah Fook, Bandar Johor Bahru, 80000 Johor Bahru, Johor Darul Ta'zim, Malaysia",80000 Johor Bahru,Johor,80000,,,,,,,2.9,16,Unknown,OPERATIONAL,ChIJ5foMfAAT2jERLZUTw5MWdAA,1.4624719,103.7632488,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 2.9/5 (16 reviews),,New,,Google Places Scraper,2025-11-05
GOOGLE-ChIJh7pb,2025-11-05,Nonom Food,"Meal Takeaway, Restaurant",1,80000,"K32, JB Sentral, Bukit Chagar, 80000 Johor Bharu, Johor, Malaysia",80000 Johor Bharu,Johor,80000,,,,,,,3,1,Unknown,OPERATIONAL,ChIJh7pbWwAT2jERxygNDpg4oWM,1.46315,103.76445,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 3/5 (1 reviews),,New,,Google Places Scraper,2025-11-05
GOOGLE-ChIJP-o0,2025-11-05,Emma’s Pit-za @ B5 JB,"Meal Takeaway, Restaurant",1,80000,"Jalan Dato Muthuthambi, Taman Tampoi, 81200 Johor Bahru, Johor Darul Ta'zim, Malaysia",81200 Johor Bahru,Johor,81200,,,,013-630 6357,,013-630 6357,4.1,10,Unknown,OPERATIONAL,ChIJP-o0Q8hz2jERTlMr79VMAd4,1.4968536,103.7040144,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4.1/5 (10 reviews),,New,,Google Places Scraper,2025-11-05
GOOGLE-ChIJl5p0,2025-11-05,My Eureka Snack Bar,"Meal Takeaway, Restaurant",1,80000,"1, Persiaran Southkey 1, Southkey, 80150 Johor Bahru, Johor Darul Ta'zim, Malaysia",80150 Johor Bahru,Johor,80150,,,,,,,4,1,Unknown,OPERATIONAL,ChIJl5p0WAVt2jER5nIgMiv9uKw,1.5008914,103.7782925,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4/5 (1 reviews),,New,,Google Places Scraper,2025-11-05
GOOGLE-ChIJCf6L,2025-11-05,Empire Sushi Johor Bahru City Square,"Meal Takeaway, Restaurant",1,100000,"Lot MK3-08, Tingkat 3, No. 106, Johor Bahru City Square, 108, Jalan Wong Ah Fook, Bandar Johor Bahru, 80000 Johor Bahru, Johor, Malaysia",80000 Johor Bahru,Johor,80000,https://empiresushi.com.my/,,,03-8080 0237,,03-8080 0237,2.7,148,$$ (Moderate),OPERATIONAL,ChIJCf6LUyQT2jERV12zztZmMq8,1.4618353,103.7639233,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 2.7/5 (148 reviews),,New,,Google Places Scraper,2025-11-05
GOOGLE-ChIJ2wLt,2025-11-05,Old Chang Kee @ City Square Johor Bahru,"Meal Takeaway, Restaurant",1,80000,"Lot J3-18A, Level 3, 20-02, Johor Bahru City Square, Jalan Wong Ah Fook, Bandar Johor Bahru, 80000 Johor Bahru, Johor Darul Ta'zim, Malaysia",80000 Johor Bahru,Johor,80000,,,,019-728 2317,,019-728 2317,3.6,20,Unknown,OPERATIONAL,ChIJ2wLtqHMT2jER5Hj4RDczv8M,1.461799,103.7639603,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 3.6/5 (20 reviews),,New,,Google Places Scraper,2025-11-05
GOOGLE-ChIJF-0V,2025-11-05,Pezzo City Square Johor Bahru,"Meal Takeaway, Restaurant",1,100000,"Lot J3-18, Level, 03, Johor Bahru City Square, 106-108, Jalan Wong Ah Fook, Bandar Johor Bahru, 80000 Johor Bahru, Johor Darul Ta'zim, Malaysia",80000 Johor Bahru,Johor,80000,http://www.pezzo.com.my/,,,016-888 9371,,016-888 9371,3.4,37,$$ (Moderate),OPERATIONAL,ChIJF-0V2fUT2jERRJxiE_n_kuo,1.461799,103.7639603,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 3.4/5 (37 reviews),,New,,Google Places Scraper,2025-11-05
GOOGLE-ChIJNUiI,2025-11-05,Magele Sedap Jb,"Meal Takeaway, Restaurant",1,80000,"4g, Jalan Ungku Puan, Bandar Johor Bahru, 80000 Johor Bahru, Johor Darul Ta'zim, Malaysia",80000 Johor Bahru,Johor,80000,,,,,,,4,1,Unknown,OPERATIONAL,ChIJNUiIGQAT2jERjzXDfm-6QWo,1.4590174,103.7637354,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4/5 (1 reviews),,New,,Google Places Scraper,2025-11-05
GOOGLE-ChIJe-uK,2025-11-05,Swathy Titbbits,"Meal Takeaway, Restaurant",1,80000,"Lot 855 No. 1, Jalan Lee Thye Heng, Bandar Johor Bahru, 80000 Johor Bahru, Johor Darul Ta'zim, Malaysia",80000 Johor Bahru,Johor,80000,,,,016-748 4666,,016-748 4666,,,Unknown,OPERATIONAL,ChIJe-uKVt0S2jERJIhUIsltk2c,1.4585539,103.7641209,Losing money to waste but don't know how much,1,,,Google Places API,Rating: /5 ( reviews),,New,,Google Places Scraper,2025-11-05
