Lead ID,Date Added,Company Name,Business Type,Number of Outlets,Estimated Monthly Revenue (RM),Address,City,State,Postal Code,Website,Primary Contact Name,Job Title,Phone Number,Email Address,WhatsApp,Rating,Review Count,Price Level,Business Status,Google Place ID,Latitude,Longitude,Biggest Pain Point,ICP Tier (1/2/3),Lead Score (0-100),Lead Quality (HOT/WARM/QUALIFIED/COLD),Source,Notes,Follow-up Date,Contact Status (New/Contacted/Qualified/Proposal/Won/Lost),Owner (Sales Rep),Created By,Last Modified,Initial Score Hint,Quality Hint
GOOGLE-ChIJRfEE,2025-11-05,Yummy Nasi Lemak House Johor Bahru,Restaurant,1,100000,"104, Jalan Dato Sulaiman, Taman Abad, 80250 Johor Bahru, Johor Darul Ta'zim, Malaysia",80250 Johor Bahru,Johor,80250.0,http://www.facebook.com/YummyNasiLemakHouseJB/,,,+6073329375,,+6073329375,4.2,501.0,$$ (Moderate),OPERATIONAL,ChIJRfEEsDZt2jERarP2kU9N-4w,1.4826058,103.7572882,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4.2/5 (501 reviews),,New,,Google Places Scraper,2025-11-05,90,HOT
GOOGLE-ChIJ87M_,2025-11-05,Roslin Beriani House,Restaurant,1,100000,"14, Jalan Rebana, Taman Perbadanan Islam, 80250 Johor Bahru, Johor Darul Ta'zim, Malaysia",80250 Johor Bahru,Johor,80250.0,,,,+6073313310,,+6073313310,3.9,614.0,$$ (Moderate),OPERATIONAL,ChIJ87M_kD1t2jERjsBhI3fDwmU,1.4956548,103.7602167,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 3.9/5 (614 reviews),,New,,Google Places Scraper,2025-11-05,85,WARM
GOOGLE-ChIJmzzr,2025-11-05,Restoran Fathimha,Restaurant,1,80000,"Lot 4392, Jalan Ungku Mohsin, Kampung Ungku Mohsin, 80350 Johor Bahru, Johor Darul Ta'zim, Malaysia",80350 Johor Bahru,Johor,80350.0,,,,+60167935444,,+60167935444,3.6,118.0,Unknown,OPERATIONAL,ChIJmzzrIHht2jERH68pk_eoAzA,1.5133244,103.7403775,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 3.6/5 (118 reviews),,New,,Google Places Scraper,2025-11-05,80,WARM
GOOGLE-ChIJv7QU,2025-11-05,龍餐室 Long Kee Welcome,Restaurant,1,100000,"4417 C, Jalan Ungku Mohsin, Kampung Ungku Mohsin, 80350 Johor Bahru, Johor Darul Ta'zim, Malaysia",80350 Johor Bahru,Johor,80350.0,https://www.facebook.com/share/18n7cJDzq9/,,,+60127511777,,+60127511777,4.2,470.0,$$ (Moderate),OPERATIONAL,ChIJv7QUHXht2jER-ZHeVcnXq_k,1.5142694,103.7403046,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4.2/5 (470 reviews),,New,,Google Places Scraper,2025-11-05,85,WARM
GOOGLE-ChIJz2Iq,2025-11-05,"KFC KSL City Mall, Johor","Restaurant, Meal Takeaway",1,100000,"LG37 & LG45, LG Floor, KSL City Mall, Jalan Serigala, Taman Abad, 80250 Johor Bahru, Johor, Malaysia",80250 Johor Bahru,Johor,80250.0,https://kfc.com.my/,,,+6073365247,,+6073365247,3.8,770.0,$$ (Moderate),OPERATIONAL,ChIJz2IqczBt2jERdBSEHRyc7lQ,1.4860898,103.7620094,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 3.8/5 (770 reviews),,New,,Google Places Scraper,2025-11-05,85,WARM
GOOGLE-ChIJzYo5,2025-11-05,SDS Bakery & Cafe @ KSL City,Restaurant,1,100000,"LG-41 & 42, Lower Ground Floor, KSL City Mall, 33, Jalan Seladang, Taman Abad, 80250 Johor Bahru, Johor Darul Ta'zim, Malaysia",80250 Johor Bahru,Johor,80250.0,http://www.sdsgroups.com/,,,+6072767983,,+6072767983,3.5,161.0,$$ (Moderate),OPERATIONAL,ChIJzYo5cjBt2jERqV9w_FRg_Kg,1.4859609,103.7621342,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 3.5/5 (161 reviews),,New,,Google Places Scraper,2025-11-05,80,WARM
GOOGLE-ChIJ35km,2025-11-05,Restoran Thong Yen 唐人菜馆,Restaurant,1,100000,"91, 93, Jln Beringin, Melodies Garden, 80250 Johor Bahru, Johor Darul Ta'zim, Malaysia",80250 Johor Bahru,Johor,80250.0,,,,+6073338118,,+6073338118,3.9,268.0,$$ (Moderate),OPERATIONAL,ChIJ35kmSTtt2jERaVaNyCqbjPE,1.4903929,103.7631519,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 3.9/5 (268 reviews),,New,,Google Places Scraper,2025-11-05,80,WARM
GOOGLE-ChIJ0-DM,2025-11-05,Fat Fish 肥鱼,Restaurant,1,120000,"97, Jln Beringin, Taman Melodies, 80250 Johor Bahru, Johor Darul Ta'zim, Malaysia",80250 Johor Bahru,Johor,80250.0,https://www.facebook.com/fatfishjb,,,+6073309420,,+6073309420,4.6,1097.0,Unknown,OPERATIONAL,ChIJ0-DMSTtt2jERX_MOeIcWkGw,1.4902129,103.7631832,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4.6/5 (1097 reviews),,New,,Google Places Scraper,2025-11-05,95,HOT
GOOGLE-ChIJaXsp,2025-11-05,Big Food F&B (JM0686388-U),Restaurant,2,200000,"1, Jln Kolam Air 1 Taman Nong Chik Height, Taman Nong Chik, 80100 Johor Bahru, Johor, Malaysia",80100 Johor Bahru,Johor,80100.0,http://www.instagram.com/bigfoodfnb,,,+60177313386,,+60177313386,4.2,2232.0,$$ (Moderate),OPERATIONAL,ChIJaXsp8q4S2jERfp7P4rqGZzU,1.4711487,103.7369476,Losing money to waste but don't know how much,2,,,Google Places API,Rating: 4.2/5 (2232 reviews),,New,,Google Places Scraper,2025-11-05,95,HOT
GOOGLE-ChIJQxLD,2025-11-05,Kinsahi Japanese Restaurant KSL City,Restaurant,1,80000,"Malaysia, Johor Darul Ta'zim, Johor Bahru, Taman Abad, Jalan Seladang, Lot L1-099, Level 1邮政编码: 80250",Jalan Seladang,Johor,80250.0,http://www.bnx.my/mobile/kinsahi,,,+6072891892,,+6072891892,3.9,162.0,Unknown,OPERATIONAL,ChIJQxLDczBt2jERtb4wTS0Ty3A,1.4858456,103.762422,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 3.9/5 (162 reviews),,New,,Google Places Scraper,2025-11-05,80,WARM
GOOGLE-ChIJuWSa,2025-11-05,Banafee Village,Restaurant,2,200000,"9022, Jalan Dato Abdullah Tahir, Taman Abad, 80300 Johor Bahru, Johor Darul Ta'zim, Malaysia",80300 Johor Bahru,Johor,80300.0,https://www.facebook.com/banafeevillage,,,+6073333377,,+6073333377,3.8,3693.0,$$ (Moderate),OPERATIONAL,ChIJuWSaBDNt2jERzyJH1hdcjc0,1.4791819,103.7589653,Losing money to waste but don't know how much,2,,,Google Places API,Rating: 3.8/5 (3693 reviews),,New,,Google Places Scraper,2025-11-05,90,HOT
GOOGLE-ChIJv0Wc,2025-11-05,Arashi Shabu-Shabu KSL City,Restaurant,1,80000,"Lot L1-01, Level 1, KSL City, 33, Jalan Seladang, Taman Abad, 80250 Johor Bahru, Johor Darul Ta'zim, Malaysia",80250 Johor Bahru,Johor,80250.0,http://arashi.my/,,,+6073359188,,+6073359188,4.7,695.0,Unknown,OPERATIONAL,ChIJv0WcJjJt2jEROSY6t2JN31M,1.4862859,103.7626945,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4.7/5 (695 reviews),,New,,Google Places Scraper,2025-11-05,90,HOT
GOOGLE-ChIJAQ6F,2025-11-05,ARASHI Shabu-Shabu,Restaurant,1,80000,"40 & 40 A, Jalan Sasa 4, Taman Gaya, 81800 Johor Bahru, Johor Darul Ta'zim, Malaysia",81800 Johor Bahru,Johor,81800.0,http://www.arashi.my,,,+6078617700,,+6078617700,4.5,19.0,Unknown,OPERATIONAL,ChIJAQ6FFTBt2jERT8JX_0wTCHM,1.485479,103.762446,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4.5/5 (19 reviews),,New,,Google Places Scraper,2025-11-05,85,WARM
GOOGLE-ChIJZSpv,2025-11-05,B.O.D 包栈 @ KSL City Mall (Shop),Restaurant,1,80000,"LG-52, KSL City Mall, 33, Jalan Seladang, Taman Abad, 80250 Johor Bahru, Johor Darul Ta'zim, Malaysia",80250 Johor Bahru,Johor,80250.0,https://www.baozhan.com.my/,,,+60197799153,,+60197799153,3.4,58.0,Unknown,OPERATIONAL,ChIJZSpvOzBt2jERLL1DL8C73uI,1.4857414,103.7628061,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 3.4/5 (58 reviews),,New,,Google Places Scraper,2025-11-05,80,WARM
GOOGLE-ChIJxy0o,2025-11-05,D Laksa KSL City Mall,Restaurant,1,80000,"LG-63&64, KSL City Mall, 33, Jalan Seladang, Taman Abad, 80250 Johor Bahru, Johor Darul Ta'zim, Malaysia",80250 Johor Bahru,Johor,80250.0,http://www.dlaksa.com/,,,+60124241363,,+60124241363,3.7,234.0,Unknown,OPERATIONAL,ChIJxy0oEDBt2jERPP23Qh7IA_Q,1.4856868,103.7628302,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 3.7/5 (234 reviews),,New,,Google Places Scraper,2025-11-05,80,WARM
GOOGLE-ChIJC5Nn,2025-11-05,Secret Recipe Taman Suria,Restaurant,1,100000,"32, Jalan Suria 19, Taman Suria, 81100 Johor Bahru, Johor Darul Ta'zim, Malaysia",81100 Johor Bahru,Johor,81100.0,http://www.secretrecipe.com.my,,,+6073320323,,+6073320323,3.9,192.0,$$ (Moderate),OPERATIONAL,ChIJC5Nn0xFt2jER7EmwXofO4VA,1.5049837,103.7606975,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 3.9/5 (192 reviews),,New,,Google Places Scraper,2025-11-05,80,WARM
GOOGLE-ChIJFZ1-,2025-11-05,Kayuapi by Naughty Bali,"Bar, Restaurant",1,300000,"195, Jalan Dato Sulaiman, Taman Abad, 80250 Johor Bahru, Johor Darul Ta'zim, Malaysia",80250 Johor Bahru,Johor,80250.0,https://m.facebook.com/nnjohorbahru/,,,+60167174628,,+60167174628,4.3,1752.0,$$$ (Expensive),OPERATIONAL,ChIJFZ1-_S5t2jERtvOuB-xoCQ0,1.4873565,103.7637891,Losing money to waste but don't know how much,2,,,Google Places API,Rating: 4.3/5 (1752 reviews),,New,,Google Places Scraper,2025-11-05,95,HOT
GOOGLE-ChIJHSi7,2025-11-05,Indonesian Corner (ICFF Catering),Restaurant,1,100000,"1, Jalan Bayu 2, Taman Perindustrian Tampoi Jaya, 81200 Johor Bahru, Johor Darul Ta'zim, Malaysia",81200 Johor Bahru,Johor,81200.0,http://www.icff.com.my/,,,+60197505080,,+60197505080,4.2,147.0,$$ (Moderate),OPERATIONAL,ChIJHSi7s4Jt2jERWcU8Lglyhf4,1.5157253,103.7402451,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4.2/5 (147 reviews),,New,,Google Places Scraper,2025-11-05,85,WARM
GOOGLE-ChIJyShI,2025-11-05,Ah Meng Kue Teow,Restaurant,1,150000,"112, Jalan Meranti, Taman Melodies, 80250 Johor Bahru, Johor Darul Ta'zim, Malaysia",80250 Johor Bahru,Johor,80250.0,https://goo.gl/ZAx5cG,,,+60106699931,,+60106699931,4.1,1081.0,$$ (Moderate),OPERATIONAL,ChIJyShIlyJt2jERqL6iQxTcMC0,1.4953539,103.7654494,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4.1/5 (1081 reviews),,New,,Google Places Scraper,2025-11-05,95,HOT
GOOGLE-ChIJySQj,2025-11-05,KFC Damansara Aliff DT,"Restaurant, Meal Takeaway",1,150000,"Lot 413, Jalan Tampoi, Taman Damansara Aliff, 81200 Johor Bahru, Johor Darul Ta'zim, Malaysia",81200 Johor Bahru,Johor,81200.0,https://kfc.com.my/,,,+6072320468,,+6072320468,4.0,1566.0,$$ (Moderate),OPERATIONAL,ChIJySQj3oNy2jERr3SduTgNdII,1.5102714,103.7246808,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4/5 (1566 reviews),,New,,Google Places Scraper,2025-11-05,95,HOT
GOOGLE-ChIJOfR_,2025-11-05,7 Spice,Restaurant,2,400000,"G-01, Block 5, Lbh Skudai, Danga Bay, 80200 Johor Bahru, Johor Darul Ta'zim, Malaysia",80200 Johor Bahru,Johor,80200.0,https://ocelu.me/7-spice-686564-web,,,+60167107069,,+60167107069,4.4,2950.0,$$$ (Expensive),OPERATIONAL,ChIJOfR_R65y2jERDsghx1zuLq8,1.4840821,103.7183952,Losing money to waste but don't know how much,2,,,Google Places API,Rating: 4.4/5 (2950 reviews),,New,,Google Places Scraper,2025-11-05,95,HOT
GOOGLE-ChIJC19T,2025-11-05,Restoran Aliff,Restaurant,1,100000,"2, Jalan Suria 19, Taman Suria, 81100 Johor Bahru, Johor Darul Ta'zim, Malaysia",81100 Johor Bahru,Johor,81100.0,https://m.facebook.com/pages/category/Malaysian-Restaurant/Restoran-Aliff-408091679385219/,,,+6073314885,,+6073314885,3.5,953.0,$$ (Moderate),OPERATIONAL,ChIJC19T4A9t2jERd2CyM78A-ao,1.5054459,103.7624701,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 3.5/5 (953 reviews),,New,,Google Places Scraper,2025-11-05,85,WARM
GOOGLE-ChIJ1wF_,2025-11-05,Restoran LC Catering Sdn Bhd,Restaurant,1,150000,"340, Jalan Balau 1, Taman Melodies, 80250 Johor Bahru, Johor Darul Ta'zim, Malaysia",80250 Johor Bahru,Johor,80250.0,http://www.lc-catering.com.my/usr/page.aspx?pgid=2,,,+6073357355,,+6073357355,4.0,1053.0,$$ (Moderate),OPERATIONAL,ChIJ1wF_YCRt2jER7-rqraoq6uQ,1.4901136,103.7665865,Losing money to waste but don't know how much,2,,,Google Places API,Rating: 4/5 (1053 reviews),,New,,Google Places Scraper,2025-11-05,95,HOT
GOOGLE-ChIJPbXN,2025-11-05,Ramly,Restaurant,1,80000,"46, Jalan Sekolah, Kampung Melayu Majidee, 81100 Johor Bahru, Johor Darul Ta'zim, Malaysia",81100 Johor Bahru,Johor,81100.0,http://www.ramly.com.my,,,+601127373474,,+601127373474,4.4,8.0,Unknown,OPERATIONAL,ChIJPbXNnwpt2jER2Z6Wgntw79w,1.5148679,103.7537009,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4.4/5 (8 reviews),,New,,Google Places Scraper,2025-11-05,85,WARM
GOOGLE-ChIJLZol,2025-11-05,Restoran Chiang Mai Thaifood,Restaurant,1,80000,"54, Jalan Harimau Tarum, Taman Abad, 80250 Johor Bahru, Johor Darul Ta'zim, Malaysia",80250 Johor Bahru,Johor,80250.0,https://www.facebook.com/Restoran-Chiang-Mai-Thaifood-328648157568554/,,,+60167396615,,+60167396615,4.4,176.0,Unknown,OPERATIONAL,ChIJLZolDy5t2jEREnVjRMbqXQE,1.4822424,103.7645487,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4.4/5 (176 reviews),,New,,Google Places Scraper,2025-11-05,85,WARM
GOOGLE-ChIJa3lH,2025-11-05,Malay Village Restaurant,Restaurant,1,100000,"9A, Jalan Kolam Air 1, Kampung Nong Chik, 80100 Johor Bahru, Johor Darul Ta'zim, Malaysia",80100 Johor Bahru,Johor,80100.0,https://www.malayvillage.com/,,,+60177337303,,+60177337303,3.7,607.0,$$ (Moderate),OPERATIONAL,ChIJa3lHi6US2jERn87K05jpO78,1.4676457,103.7362844,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 3.7/5 (607 reviews),,New,,Google Places Scraper,2025-11-05,85,WARM
GOOGLE-ChIJa4vb,2025-11-05,Tanba Japanese BBQ 炭马烧肉专门店(Twin Galaxy),Restaurant,1,80000,"01-03 #01-05 #01-06, Twin Galaxy, Jalan Dato Abdullah Tahir, Taman Abad, 80300 Johor Bahru, Johor Darul Ta'zim, Malaysia",80300 Johor Bahru,Johor,80300.0,https://linktr.ee/tanbachiguitwg,,,+60127375838,,+60127375838,4.4,906.0,Unknown,OPERATIONAL,ChIJa4vbxjJt2jERXRA3ImkIKlc,1.4779433,103.7624985,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4.4/5 (906 reviews),,New,,Google Places Scraper,2025-11-05,90,HOT
GOOGLE-ChIJ4SOD,2025-11-05,Malinja Doner Kebab & Bakery Sdn. Bhd.,Restaurant,1,80000,"11, Jalan Tampoi 5, Taman Industri Tampoi, Jalan Tampoi 5, Kawasan Perindustrian Tampoi, 81200 Johor Bahru, Johor Darul Ta'zim, Malaysia",81200 Johor Bahru,Johor,81200.0,,,,+60137712892,,+60137712892,5.0,3.0,Unknown,OPERATIONAL,ChIJ4SODJJxt2jERD9nolgoBzIY,1.5183392,103.7456372,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 5/5 (3 reviews),,New,,Google Places Scraper,2025-11-05,85,WARM
GOOGLE-ChIJs_0Z,2025-11-05,RH Corner,Restaurant,1,80000,"2, Jalan Kuning, Taman Pelangi, 80400 Johor Bahru, Johor Darul Ta'zim, Malaysia",80400 Johor Bahru,Johor,80400.0,https://m.facebook.com/pages/Rh-Corner-Plaza-Pelangi/481496938604326,,,,,,2.0,1.0,Unknown,OPERATIONAL,ChIJs_0Zmi1t2jERdOn3Wd3bWrc,1.4802099,103.7646596,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 2/5 (1 reviews),,New,,Google Places Scraper,2025-11-05,65,QUALIFIED
GOOGLE-ChIJn1Q9,2025-11-05,Kedai Ayamas Bandar Baru Uda,Restaurant,1,100000,"22, Jalan Padi Emas 4/1, Bandar Baru Uda, 81200 Johor Bahru, Johor Darul Ta'zim, Malaysia",81200 Johor Bahru,Johor,81200.0,,,,+6072388452,,+6072388452,4.1,299.0,$$ (Moderate),OPERATIONAL,ChIJn1Q9NJRy2jERt5U92mNlQrc,1.4989261,103.7104732,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4.1/5 (299 reviews),,New,,Google Places Scraper,2025-11-05,85,WARM
GOOGLE-ChIJlWcD,2025-11-05,Arabian Nights,Restaurant,1,100000,"2, Jalan Kuning, Taman Pelangi, 80400 Johor Bahru, Johor Darul Ta'zim, Malaysia",80400 Johor Bahru,Johor,80400.0,http://www.facebook.com/ArabianNightsjb,,,+6072783467,,+6072783467,4.3,220.0,$$ (Moderate),OPERATIONAL,ChIJlWcDvy1t2jERRLKGSv1UQbc,1.4797013,103.7648387,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4.3/5 (220 reviews),,New,,Google Places Scraper,2025-11-05,85,WARM
GOOGLE-ChIJq05i,2025-11-05,"Kerala Restaurant, Johor Bahru",Restaurant,1,100000,"55, Jalan Tun Abdul Razak Susur 1/1, Wadi Hana, 80000 Johor Bahru, Johor Darul Ta'zim, Malaysia",80000 Johor Bahru,Johor,80000.0,https://www.facebook.com/keralaJB/,,,+60127049005,,+60127049005,3.9,778.0,$$ (Moderate),OPERATIONAL,ChIJq05iKc4S2jER9R7n5d9lRZ4,1.4709868,103.7574962,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 3.9/5 (778 reviews),,New,,Google Places Scraper,2025-11-05,85,WARM
GOOGLE-ChIJT4ZU,2025-11-05,Jin Wei Seafood,Restaurant,1,80000,"Taman Sri Tebrau, 80050 Johor Bahru, Johor Darul Ta'zim, Malaysia",80050 Johor Bahru,Johor,80050.0,https://www.facebook.com/pages/%E6%B4%A5%E5%91%B3%E6%B5%B7%E9%B2%9C%E7%85%AE%E7%82%92/659079507542170,,,,,,3.9,28.0,Unknown,OPERATIONAL,ChIJT4ZU8yVt2jERTGFIkK6snPQ,1.4868109,103.768043,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 3.9/5 (28 reviews),,New,,Google Places Scraper,2025-11-05,65,QUALIFIED
GOOGLE-ChIJg1lB,2025-11-05,Ashhryshoshedap,"Restaurant, Cafe",5,300000,"NO 24, Nongchik Riverside, Jalan Kolam Ayer, Kampung Mohd Amin, 80200 Johor Bahru, Johor, Malaysia",80200 Johor Bahru,Johor,80200.0,https://instagram.com/ashhryshoshedap?utm_medium=copy_link,,,+6072071939,,+6072071939,4.9,16414.0,$$ (Moderate),OPERATIONAL,ChIJg1lBJaly2jERxLUsFHa0ZfE,1.46532,103.7367235,Can't standardize operations across locations,2,,,Google Places API,Rating: 4.9/5 (16414 reviews),,New,,Google Places Scraper,2025-11-05,95,HOT
GOOGLE-ChIJY9gQ,2025-11-05,"Grand Paragon Hotel, Johor Bahru","Cafe, Lodging",1,120000,"18, Jalan Harimau, Taman Century, 80250 Johor Bahru, Johor Darul Ta'zim, Malaysia",80250 Johor Bahru,Johor,80250.0,https://www.grandparagonhotel.com.my/,,,+6072685222,,+6072685222,4.0,1949.0,Unknown,OPERATIONAL,ChIJY9gQOTJt2jERpjZ63XIRx5s,1.4812269,103.7619099,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4/5 (1949 reviews),,New,,Google Places Scraper,2025-11-05,95,HOT
GOOGLE-ChIJudQm,2025-11-05,D & T Cafe,Cafe,1,80000,"80150, 63, Jalan Sutera, Taman Sentosa, 80150 Johor Bahru, Johor Darul Ta'zim, Malaysia",80150 Johor Bahru,Johor,80150.0,,,,+6073341148,,+6073341148,,,Unknown,CLOSED_TEMPORARILY,ChIJudQmeyFt2jERoXi_Se4HljQ,1.493206,103.7694422,Losing money to waste but don't know how much,1,,,Google Places API,Rating: /5 ( reviews),,New,,Google Places Scraper,2025-11-05,75,WARM
GOOGLE-ChIJtcGm,2025-11-05,Cumulus,Cafe,1,80000,"Thistle Johor Bahru, Jalan Sungai Chat, Sri Gelam, 80100 Johor Bahru, Johor Darul Ta'zim, Malaysia",80100 Johor Bahru,Johor,80100.0,,,,+6072229234,,+6072229234,3.0,1.0,Unknown,OPERATIONAL,ChIJtcGmjLwS2jERIVOWvcHhJGE,1.4620577,103.7429177,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 3/5 (1 reviews),,New,,Google Places Scraper,2025-11-05,80,WARM
GOOGLE-ChIJ0UYN,2025-11-05,Fifty Trees,Cafe,1,150000,"53, Jln Beringin, Taman Melodies, 80250 Johor Bahru, Johor Darul Ta'zim, Malaysia",80250 Johor Bahru,Johor,80250.0,http://www.facebook.com/fiftytrees53,,,+6073384150,,+6073384150,4.2,1143.0,$$ (Moderate),OPERATIONAL,ChIJ0UYNcDtt2jERwqdx6-al6R8,1.4908432,103.7620473,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4.2/5 (1143 reviews),,New,,Google Places Scraper,2025-11-05,95,HOT
GOOGLE-ChIJv6DG,2025-11-05,Cawan Mas Coffee,"Cafe, Store",1,80000,"32, Jalan Seladang, Taman Abad, 80250 Johor Bahru, Johor Darul Ta'zim, Malaysia",80250 Johor Bahru,Johor,80250.0,https://cawanmas.com.my/,,,+6073313717,,+6073313717,4.1,176.0,Unknown,OPERATIONAL,ChIJv6DGwTFt2jERrbsES02mUPU,1.486164,103.7625934,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4.1/5 (176 reviews),,New,,Google Places Scraper,2025-11-05,85,WARM
GOOGLE-ChIJTZ7t,2025-11-05,Starbucks - KSL City Mall,"Cafe, Store",1,100000,"Lot G-H01/H01A, KSL Resort, Lobby, Ground Floor, KSL City, 33, Jalan Seladang, Taman Century, 80250 Johor Bahru, Johor, Malaysia",80250 Johor Bahru,Johor,80250.0,http://www.starbucks.com.my/,,,+6073621108,,+6073621108,3.9,205.0,$$ (Moderate),OPERATIONAL,ChIJTZ7tGjBt2jERMSjHW4zcKDQ,1.4857923,103.7628112,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 3.9/5 (205 reviews),,New,,Google Places Scraper,2025-11-05,80,WARM
GOOGLE-ChIJJxjj,2025-11-05,The Coffee Bean & Tea Leaf,Cafe,1,100000,"G-03&03A, KSL City, 33, Jalan Seladang, Taman Abad, 80250 Johor Bahru, Johor, Malaysia",80250 Johor Bahru,Johor,80250.0,https://www.coffeebean.com.my/,,,+6072674194,,+6072674194,4.0,315.0,$$ (Moderate),OPERATIONAL,ChIJJxjjFzBt2jERyHxLU5v6Nyw,1.4853882,103.7628936,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4/5 (315 reviews),,New,,Google Places Scraper,2025-11-05,85,WARM
GOOGLE-ChIJs3Y6,2025-11-05,Cafe Para-Para.,"Cafe, Lodging",1,80000,"Ground Floor, Grand Paragon Hotel, 18, Jalan Harimau, Taman Century, 80250 Johor Bahru, Johor Darul Ta'zim, Malaysia",80250 Johor Bahru,Johor,80250.0,https://www.grandparagonhotel.com.my/dining/,,,+6072685252,,+6072685252,3.4,8.0,Unknown,OPERATIONAL,ChIJs3Y6OTJt2jERo59nteP81dE,1.4810525,103.7620697,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 3.4/5 (8 reviews),,New,,Google Places Scraper,2025-11-05,80,WARM
GOOGLE-ChIJsZ5p,2025-11-05,All Star Vape Lounge,Cafe,1,80000,"Danga Bay, Skudai, Danga Bay, 80200 Johor Bahru, Johor Darul Ta'zim, Malaysia",80200 Johor Bahru,Johor,80200.0,https://www.facebook.com/AllStarVapeLounge,,,+60177004347,,+60177004347,,,Unknown,OPERATIONAL,ChIJsZ5pR65y2jERIyp471_LqGU,1.483749,103.7188439,Losing money to waste but don't know how much,1,,,Google Places API,Rating: /5 ( reviews),,New,,Google Places Scraper,2025-11-05,75,WARM
GOOGLE-ChIJty3X,2025-11-05,The Coffee Bean & Tea Leaf,Cafe,1,100000,"Lot 1.17 & 1.18, Level 1, Plaza Pelangi, Jalan Kuning, Taman Pelangi, 80400 Johor Bahru, Johor Darul Ta'zim, Malaysia",80400 Johor Bahru,Johor,80400.0,https://www.coffeebean.com.my/,,,+6072664058,,+6072664058,3.8,140.0,$$ (Moderate),OPERATIONAL,ChIJty3Xni1t2jERnDA6TQto9LI,1.480359,103.7651108,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 3.8/5 (140 reviews),,New,,Google Places Scraper,2025-11-05,80,WARM
GOOGLE-ChIJsXoC,2025-11-05,Sweet Blossom Coffee Roasters,"Cafe, Store",1,100000,"28, Jalan Maju, Taman Pelangi, 80400 Johor Bahru, Johor Darul Ta'zim, Malaysia",80400 Johor Bahru,Johor,80400.0,https://www.sweetblossomcoffee.com/,,,+60167705139,,+60167705139,4.5,412.0,$$ (Moderate),OPERATIONAL,ChIJsXoCEixt2jERLj0R7jp2AN4,1.4808333,103.7686111,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4.5/5 (412 reviews),,New,,Google Places Scraper,2025-11-05,85,WARM
GOOGLE-ChIJ9WAv,2025-11-05,Seven Oaks Bakery Cafe,"Bakery, Cafe, Store",1,150000,"134, Jalan Serampang, Taman Pelangi, 80400 Johor Bahru, Johor Darul Ta'zim, Malaysia",80400 Johor Bahru,Johor,80400.0,http://www.facebook.com/sevenoaksmalaysia,,,+6073383377,,+6073383377,4.1,1624.0,$$ (Moderate),OPERATIONAL,ChIJ9WAvHSlt2jERxx_Mt_hS00Y,1.4841545,103.7714844,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4.1/5 (1624 reviews),,New,,Google Places Scraper,2025-11-05,95,HOT
GOOGLE-ChIJ6Qfi,2025-11-05,Starbucks,"Cafe, Store",1,100000,"Sales Gallery, Lot PTB22056, Skudai Hwy, Danga Bay, 80200, Johor, Malaysia",80200,Johor,80200.0,,,,+6072831674,,+6072831674,4.2,527.0,$$ (Moderate),OPERATIONAL,ChIJ6Qfi7VgN2jER62BgesqIIMs,1.4648548,103.7266338,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4.2/5 (527 reviews),,New,,Google Places Scraper,2025-11-05,90,HOT
